,Temperature (C),Humidity,Pressure (millibars)
108,7.96111111111111,0.7,1010.22
109,8.033333333333335,0.7,1010.39
110,9.07777777777778,0.65,1010.24
111,9.05,0.62,1010.0
112,9.05,0.65,1009.98
113,9.183333333333334,0.65,1010.05
114,9.07222222222222,0.7,1010.1
115,7.983333333333332,0.75,1010.39
116,8.072222222222223,0.75,1010.91
117,7.894444444444446,0.82,1011.32
118,7.311111111111109,0.83,1011.61
119,7.33888888888889,0.84,1011.97
120,6.622222222222224,0.85,1012.22
121,6.066666666666667,0.88,1012.74
122,8.338888888888887,0.88,1015.35
123,5.183333333333333,0.91,1013.29
124,3.722222222222224,0.94,1013.39
125,4.855555555555557,0.93,1013.45
126,5.211111111111112,0.92,1013.4
127,6.255555555555555,0.92,1013.81
128,7.794444444444445,0.87,1014.7
129,10.050000000000002,0.76,1014.67
130,12.2,0.66,1014.66
131,12.7,0.63,1014.8
132,13.933333333333332,0.58,1014.47
133,15.094444444444449,0.59,1014.16
134,15.150000000000002,0.5,1014.07
135,16.177777777777777,0.44,1013.34
136,16.25,0.55,1012.72
137,16.29444444444444,0.5,1012.38
138,16.099999999999998,0.56,1012.38
139,12.955555555555556,0.68,1012.72
140,13.85,0.64,1013.42
141,12.77777777777778,0.69,1014.41
142,12.15,0.72,1014.89
143,10.677777777777775,0.81,1014.91
144,10.444444444444445,0.83,1014.75
145,9.822222222222225,0.8,1015.55
146,11.02777777777778,0.74,1015.7
147,7.138888888888889,0.93,1016.43
148,7.622222222222222,0.89,1016.56
149,7.627777777777775,0.86,1017.15
150,7.044444444444444,0.86,1017.37
151,8.599999999999998,0.84,1018.25
152,9.65,0.84,1019.24
153,12.105555555555554,0.72,1019.83
154,12.77777777777778,0.71,1020.51
155,13.81111111111111,0.65,1020.91
156,16.016666666666666,0.48,1020.6
157,17.127777777777776,0.47,1020.39
158,17.144444444444446,0.43,1020.34
159,17.77777777777778,0.4,1019.7
160,17.77777777777778,0.37,1018.89
161,17.805555555555557,0.43,1018.48
162,16.15555555555555,0.52,1017.87
163,14.05,0.63,1017.56
164,13.08888888888889,0.67,1017.38
165,12.288888888888888,0.72,1017.58
166,12.77777777777778,0.66,1017.65
167,12.727777777777776,0.67,1017.36
168,12.266666666666666,0.69,1016.8
169,11.71111111111111,0.71,1016.64
170,10.82777777777778,0.86,1013.13
171,12.2,0.59,1014.79
172,12.2,0.6,1014.25
173,11.688888888888888,0.68,1013.95
174,11.205555555555556,0.77,1013.63
175,11.133333333333333,0.77,1013.27
176,11.43888888888889,0.77,1013.56
177,13.033333333333337,0.81,1012.85
178,17.244444444444444,0.62,1012.15
179,17.73888888888889,0.53,1011.71
180,17.84444444444445,0.56,1011.28
181,18.86111111111111,0.56,1010.99
182,18.666666666666664,0.56,1010.93
183,17.82222222222222,0.56,1010.7
184,17.800000000000004,0.59,1010.52
185,17.349999999999998,0.57,1010.69
186,16.06666666666667,0.67,1010.86
187,14.933333333333334,0.73,1011.14
188,13.922222222222224,0.78,1011.64
189,12.755555555555556,0.84,1012.02
190,12.755555555555556,0.84,1012.21
191,12.372222222222224,0.86,1012.33
192,11.183333333333334,0.93,1012.6
193,11.666666666666666,0.9,1012.8
194,8.977777777777776,0.95,1012.66
195,10.577777777777776,0.93,1012.32
196,10.533333333333337,0.89,1012.33
197,10.58888888888889,0.87,1012.55
198,9.983333333333333,0.89,1012.71
199,11.022222222222224,0.86,1013.01
200,13.538888888888888,0.75,1013.23
201,13.88888888888889,0.68,1013.31
202,15.0,0.67,1013.4
203,17.183333333333334,0.57,1013.27
204,16.2,0.62,1013.02
205,17.75,0.56,1013.03
206,18.40555555555555,0.54,1012.55
207,17.82222222222222,0.59,1012.03
208,17.31111111111111,0.57,1011.81
209,17.505555555555553,0.55,1011.33
210,17.266666666666666,0.54,1011.2
211,15.13888888888889,0.61,1011.5
212,13.25,0.69,1011.76
213,12.294444444444444,0.72,1012.01
214,10.699999999999998,0.79,1012.31
215,9.855555555555558,0.85,1012.51
216,9.522222222222222,0.88,1012.52
217,8.405555555555557,0.92,1012.61
218,13.011111111111113,0.82,1011.27
219,7.733333333333334,0.96,1012.54
220,6.138888888888888,0.96,1012.44
221,6.472222222222221,0.95,1012.62
222,6.627777777777777,0.96,1012.75
223,8.68888888888889,0.93,1012.96
224,11.994444444444447,0.81,1013.38
225,13.766666666666667,0.78,1013.14
226,15.088888888888889,0.77,1013.33
227,16.455555555555556,0.68,1013.56
228,17.31111111111111,0.62,1013.61
229,17.872222222222224,0.64,1013.11
230,19.038888888888884,0.47,1012.69
231,18.97777777777777,0.51,1012.2
232,19.00555555555555,0.55,1011.7
233,19.01111111111111,0.53,1011.4
234,17.866666666666664,0.64,1011.32
235,17.266666666666666,0.62,1011.23
236,16.188888888888886,0.61,1011.5
237,14.883333333333333,0.72,1012.05
238,14.327777777777776,0.75,1012.15
239,14.511111111111113,0.75,1012.09
240,14.372222222222222,0.75,1011.83
241,14.877777777777778,0.72,1011.45
242,10.405555555555551,0.92,1012.05
243,12.82222222222222,0.83,1011.18
244,12.8,0.85,1010.07
245,12.82777777777778,0.86,1009.83
246,12.266666666666666,0.85,1009.8
247,12.266666666666666,0.85,1009.99
248,12.183333333333334,0.82,1010.21
249,12.17222222222222,0.8,1010.41
250,12.711111111111112,0.83,1010.33
251,15.605555555555558,0.78,1010.43
252,16.022222222222226,0.78,1010.29
253,17.200000000000003,0.67,1010.1
254,17.21666666666667,0.71,1009.96
255,17.82777777777778,0.69,1009.86
256,17.82777777777778,0.69,1009.47
257,17.733333333333334,0.69,1009.63
258,16.272222222222222,0.71,1009.39
259,13.166666666666668,0.93,1011.07
260,13.255555555555556,0.93,1011.23
261,13.011111111111113,0.93,1011.35
262,12.455555555555556,0.91,1011.67
263,12.488888888888887,0.9,1011.76
264,9.555555555555555,0.8,1015.68
265,10.622222222222222,0.79,1015.41
266,8.722222222222223,0.93,1014.98
267,10.533333333333337,0.77,1015.18
268,9.444444444444445,0.83,1014.7
269,9.888888888888888,0.83,1014.64
270,10.366666666666664,0.78,1014.31
271,8.88888888888889,0.89,1014.63
272,9.97777777777778,0.84,1014.82
273,12.2,0.73,1014.82
274,13.961111111111112,0.67,1015.0
275,14.944444444444445,0.67,1014.9
276,16.183333333333334,0.71,1014.35
277,16.366666666666667,0.61,1014.51
278,17.372222222222224,0.57,1014.32
279,17.672222222222224,0.51,1013.93
280,17.72222222222222,0.53,1013.45
281,16.238888888888887,0.61,1013.43
282,14.066666666666666,0.71,1013.58
283,13.955555555555556,0.76,1013.24
284,12.288888888888888,0.8,1013.7
285,10.02222222222222,0.86,1014.14
286,9.377777777777778,0.86,1014.34
287,9.416666666666668,0.9,1014.6
288,11.827777777777776,0.92,1011.68
289,10.761111111111113,0.91,1011.98
290,12.155555555555557,0.95,1015.64
291,9.67222222222222,0.94,1012.26
292,8.15,0.94,1012.63
293,10.2,0.95,1012.62
294,10.116666666666667,0.99,1012.85
295,10.16111111111111,0.99,1013.61
296,11.244444444444447,0.98,1013.9
297,12.244444444444444,0.99,1014.31
298,13.91111111111111,0.92,1014.43
299,15.616666666666667,0.82,1014.73
300,15.072222222222225,0.86,1014.92
301,15.072222222222225,0.82,1014.73
302,14.266666666666667,0.87,1014.92
303,16.016666666666666,0.81,1014.76
304,15.02777777777778,0.86,1014.37
305,13.944444444444445,0.89,1014.83
306,12.916666666666666,0.95,1015.11
307,12.894444444444446,0.95,1015.14
308,12.4,0.98,1015.5
309,12.266666666666666,0.99,1015.76
310,12.22222222222222,0.96,1016.35
311,11.25,0.96,1016.38
312,11.52777777777778,0.96,1016.43
313,11.538888888888891,0.96,1016.56
314,9.43888888888889,0.96,1017.23
315,11.43888888888889,0.96,1016.17
316,11.394444444444442,0.96,1016.25
317,11.52777777777778,0.96,1016.13
318,11.949999999999998,0.93,1016.17
319,11.97222222222222,1.0,1016.45
320,12.633333333333336,0.96,1016.94
321,12.755555555555556,0.96,1017.06
322,13.844444444444443,0.9,1017.45
323,13.172222222222224,0.94,1017.77
324,15.066666666666666,0.86,1017.73
325,17.244444444444444,0.75,1017.53
326,16.316666666666666,0.76,1017.31
327,17.383333333333333,0.74,1016.82
328,15.272222222222224,0.76,1016.6
329,17.45555555555556,0.72,1016.39
330,16.22222222222222,0.77,1016.33
331,15.083333333333334,0.82,1016.52
332,13.994444444444444,0.88,1016.81
333,12.17222222222222,0.92,1017.34
334,11.08888888888889,0.95,1017.54
335,11.094444444444443,0.95,1017.43
336,9.883333333333333,0.96,1017.65
337,9.355555555555558,0.96,1017.56
338,9.86111111111111,0.96,1016.16
339,8.272222222222222,0.99,1017.16
340,8.866666666666667,0.96,1017.15
341,8.816666666666666,0.96,1017.28
342,7.155555555555556,1.0,1017.15
343,8.850000000000001,0.99,1017.36
344,11.177777777777775,0.93,1017.7
345,12.388888888888888,0.98,1017.72
346,14.144444444444446,0.88,1017.82
347,17.1,0.72,1017.77
348,18.93888888888889,0.64,1017.3
349,17.916666666666668,0.68,1016.9
350,19.98333333333333,0.53,1016.4
351,20.07222222222222,0.62,1015.9
352,20.07222222222222,0.56,1015.29
353,20.083333333333336,0.58,1014.9
354,19.08888888888889,0.63,1014.68
355,17.45,0.62,1014.78
356,15.56666666666667,0.74,1015.04
357,12.494444444444447,0.91,1015.51
358,12.244444444444444,0.89,1015.72
359,11.416666666666664,0.92,1015.79
360,10.555555555555555,0.95,1015.83
361,10.466666666666669,0.93,1015.95
362,10.250000000000002,0.95,1017.13
363,9.355555555555558,0.96,1015.82
364,8.311111111111112,0.96,1015.82
365,8.81111111111111,0.96,1015.89
366,8.733333333333333,0.93,1015.83
367,11.93333333333333,0.93,1016.12
368,14.516666666666667,0.84,1016.23
369,18.73333333333333,0.68,1016.23
370,20.02777777777778,0.6,1016.38
371,21.03888888888889,0.55,1016.66
372,20.738888888888887,0.46,1016.58
373,22.31666666666667,0.48,1016.27
374,22.11111111111111,0.5,1015.96
375,22.73333333333333,0.38,1015.34
376,22.77777777777778,0.37,1014.7
377,21.216666666666665,0.41,1015.2
378,20.18333333333333,0.45,1014.87
379,18.011111111111113,0.68,1014.78
380,17.422222222222224,0.65,1015.54
381,13.961111111111112,0.82,1016.01
382,13.28888888888889,0.89,1016.52
383,12.322222222222225,0.89,1016.96
384,11.116666666666664,0.95,1017.04
385,10.533333333333337,0.95,1017.33
386,12.383333333333333,0.8,1019.59
387,9.86111111111111,0.96,1017.25
388,8.872222222222222,0.95,1017.42
389,8.672222222222222,0.94,1017.74
390,7.688888888888891,1.0,1018.13
391,10.911111111111111,0.99,1018.62
392,14.83888888888889,0.82,1019.08
393,18.8,0.65,1019.11
394,21.094444444444445,0.49,1019.5
395,22.027777777777786,0.49,1019.86
396,22.82777777777778,0.47,1019.79
397,22.916666666666668,0.37,1019.47
398,23.916666666666668,0.37,1019.25
399,23.911111111111115,0.4,1018.89
400,23.93333333333333,0.37,1018.6
401,23.916666666666668,0.32,1018.67
402,22.82222222222222,0.44,1018.59
403,21.22777777777777,0.48,1018.67
404,19.07777777777778,0.51,1019.22
405,17.061111111111114,0.63,1019.88
406,14.905555555555551,0.72,1019.91
407,13.083333333333332,0.87,1020.02
408,12.711111111111112,0.89,1020.11
409,12.127777777777776,0.89,1020.12
410,11.81111111111111,0.84,1018.38
411,12.016666666666667,0.8,1019.91
412,12.044444444444444,0.8,1020.03
413,10.627777777777778,0.86,1020.39
414,9.911111111111111,0.99,1020.6
415,12.555555555555555,0.9,1020.81
416,15.005555555555553,0.78,1021.01
417,17.33888888888889,0.74,1020.94
418,19.1,0.67,1020.66
419,21.261111111111106,0.57,1020.53
420,22.41111111111111,0.54,1020.16
421,22.938888888888894,0.5,1019.95
422,23.927777777777774,0.47,1019.43
423,23.96111111111111,0.47,1018.97
424,23.96111111111111,0.38,1018.28
425,23.111111111111107,0.42,1017.97
426,22.82222222222222,0.44,1017.68
427,21.11111111111111,0.47,1017.89
428,18.188888888888886,0.58,1017.96
429,16.016666666666666,0.72,1018.31
430,15.466666666666669,0.72,1018.6
431,14.605555555555554,0.76,1018.65
432,13.311111111111112,0.82,1018.44
433,12.733333333333334,0.83,1018.23
434,13.788888888888888,0.77,1014.58
435,10.577777777777776,0.88,1018.11
436,10.483333333333333,0.92,1017.73
437,10.288888888888891,0.91,1017.7
438,9.972222222222223,0.92,1017.62
439,13.638888888888888,0.9,1017.54
440,16.73888888888889,0.74,1017.7
441,18.83888888888889,0.65,1017.78
442,21.16111111111111,0.59,1017.3
443,22.58888888888889,0.53,1017.19
444,22.89444444444444,0.48,1016.68
445,24.00555555555555,0.47,1016.08
446,24.00555555555555,0.35,1015.62
447,23.97777777777777,0.44,1014.86
448,25.04444444444444,0.32,1013.97
449,24.07777777777778,0.35,1013.39
450,22.38333333333334,0.45,1013.18
451,21.20555555555556,0.52,1013.21
452,18.261111111111116,0.62,1013.75
453,17.200000000000003,0.67,1014.13
454,15.994444444444444,0.75,1014.13
455,15.961111111111109,0.79,1014.06
456,15.444444444444445,0.72,1013.92
457,14.372222222222222,0.75,1013.82
458,13.605555555555558,0.9,1012.67
459,12.82222222222222,0.82,1013.04
460,12.750000000000002,0.83,1013.03
461,11.416666666666664,0.92,1012.98
462,12.333333333333336,0.86,1012.83
463,14.905555555555551,0.78,1013.03
464,15.894444444444446,0.74,1013.13
465,17.227777777777774,0.72,1013.13
466,17.82777777777778,0.73,1013.1
467,17.916666666666668,0.72,1013.17
468,19.05555555555556,0.67,1013.0
469,20.14444444444445,0.67,1012.69
470,20.26111111111111,0.62,1012.54
471,21.20555555555556,0.62,1011.87
472,21.25555555555556,0.67,1011.19
473,20.23333333333333,0.66,1011.17
474,19.07777777777778,0.71,1011.08
475,17.944444444444443,0.77,1011.28
476,15.494444444444444,0.82,1012.08
477,14.144444444444446,0.89,1012.64
478,14.538888888888891,0.86,1012.79
479,14.138888888888893,0.86,1012.79
480,13.4,0.9,1012.56
481,13.42777777777778,0.9,1012.8
482,11.588888888888889,0.74,1009.9
483,14.422222222222224,0.83,1011.91
484,13.916666666666664,0.86,1011.72
485,13.4,0.9,1011.51
486,13.866666666666667,0.9,1011.51
487,14.905555555555551,0.84,1011.6
488,15.933333333333334,0.74,1011.59
489,17.127777777777776,0.65,1011.41
490,18.75,0.58,1011.2
491,18.96111111111111,0.6,1011.25
492,19.994444444444444,0.54,1010.98
493,21.11111111111111,0.5,1010.48
494,21.094444444444445,0.46,1010.24
495,21.17777777777778,0.43,1009.55
496,21.22777777777777,0.41,1009.04
497,20.100000000000005,0.45,1008.55
498,19.02777777777778,0.51,1008.17
499,17.849999999999998,0.59,1008.46
500,16.261111111111113,0.66,1008.94
501,14.983333333333333,0.72,1009.55
502,14.466666666666663,0.65,1009.57
503,13.944444444444445,0.6,1009.53
504,12.316666666666668,0.65,1009.56
505,11.761111111111113,0.66,1009.47
506,10.82777777777778,0.62,1011.18
507,10.13888888888889,0.73,1009.25
508,10.627777777777778,0.71,1008.87
509,10.605555555555558,0.69,1008.82
510,10.072222222222225,0.71,1008.84
511,11.161111111111111,0.71,1009.07
512,12.888888888888893,0.67,1009.23
513,15.050000000000002,0.6,1009.25
514,15.16111111111111,0.59,1009.44
515,16.272222222222222,0.56,1009.76
516,17.800000000000004,0.46,1009.34
517,17.938888888888894,0.46,1009.14
518,18.855555555555554,0.41,1009.01
519,17.988888888888887,0.43,1008.83
520,17.96111111111111,0.51,1008.43
521,17.36111111111111,0.47,1008.7
522,16.25,0.52,1009.03
523,14.122222222222224,0.47,1009.42
524,12.95,0.55,1010.18
525,12.244444444444444,0.52,1010.85
526,11.688888888888888,0.57,1011.08
527,11.155555555555557,0.59,1011.22
528,9.216666666666669,0.9,1014.24
529,8.683333333333334,0.9,1014.73
530,9.188888888888888,0.77,1013.46
531,8.594444444444443,0.93,1014.81
532,7.505555555555554,0.93,1014.35
533,6.216666666666665,0.95,1014.42
534,5.855555555555555,0.93,1014.35
535,5.933333333333334,1.0,1014.55
536,10.405555555555551,1.0,1014.91
537,12.544444444444444,0.78,1014.44
538,13.861111111111112,0.77,1014.52
539,15.977777777777776,0.63,1014.75
540,17.266666666666666,0.57,1014.41
541,17.84444444444445,0.5,1014.02
542,16.427777777777777,0.54,1013.55
543,17.77777777777778,0.46,1013.02
544,17.84444444444445,0.45,1011.95
545,17.299999999999997,0.5,1012.11
546,15.18333333333333,0.65,1012.13
547,13.005555555555553,0.7,1012.52
548,12.694444444444445,0.74,1013.08
549,12.194444444444446,0.72,1013.35
550,12.083333333333334,0.71,1013.19
551,10.616666666666667,0.74,1013.54
552,11.6,0.57,1011.68
553,11.022222222222224,0.6,1011.79
554,11.88888888888889,0.6,1013.76
555,10.416666666666666,0.64,1011.39
556,10.3,0.67,1011.42
557,9.483333333333333,0.72,1011.65
558,9.772222222222224,0.68,1011.83
559,10.933333333333334,0.67,1012.42
560,11.655555555555551,0.66,1012.96
561,13.93888888888889,0.55,1012.97
562,15.02777777777778,0.54,1013.36
563,16.038888888888888,0.47,1013.41
564,15.227777777777776,0.51,1013.34
565,16.20555555555556,0.44,1013.62
566,17.299999999999997,0.43,1013.28
567,17.77777777777778,0.43,1012.98
568,17.800000000000004,0.38,1012.5
569,17.26111111111111,0.39,1012.61
570,17.200000000000003,0.38,1012.88
571,15.02222222222222,0.45,1012.98
572,13.927777777777775,0.47,1013.73
573,12.366666666666664,0.57,1014.17
574,12.294444444444444,0.59,1014.46
575,12.788888888888891,0.56,1014.45
576,9.533333333333331,0.76,1013.49
577,9.972222222222223,0.71,1013.41
578,4.911111111111113,0.91,1015.4
579,7.916666666666667,0.78,1013.19
580,7.383333333333332,0.82,1012.8
581,7.972222222222222,0.82,1013.1
582,8.816666666666666,0.84,1013.14
583,8.794444444444444,0.84,1013.64
584,7.88888888888889,0.89,1014.12
585,7.799999999999999,0.96,1014.48
586,7.822222222222221,0.95,1014.97
587,7.944444444444443,0.95,1015.66
588,8.077777777777776,0.94,1015.89
589,10.227777777777776,0.81,1015.69
590,11.361111111111112,0.74,1015.59
591,12.449999999999998,0.7,1015.24
592,12.916666666666666,0.67,1014.77
593,12.550000000000002,0.62,1014.73
594,12.383333333333333,0.69,1014.49
595,10.227777777777776,0.75,1014.7
596,9.227777777777778,0.78,1015.38
597,7.827777777777779,0.87,1015.81
598,6.67777777777778,0.91,1015.89
599,6.122222222222224,0.91,1015.9
600,5.327777777777779,0.95,1015.92
601,4.355555555555558,0.95,1015.89
602,9.27222222222222,0.89,1007.55
603,4.261111111111112,0.92,1015.21
604,3.2166666666666663,0.92,1015.18
605,3.905555555555556,0.92,1014.89
606,2.7111111111111126,0.96,1014.29
607,3.816666666666665,1.0,1014.35
608,6.883333333333334,0.93,1014.0
609,8.93888888888889,0.88,1013.53
610,11.205555555555556,0.79,1013.05
611,12.85,0.7,1012.74
612,13.961111111111112,0.63,1011.92
613,14.97777777777778,0.51,1010.87
614,14.02777777777778,0.57,1009.99
615,15.02222222222222,0.51,1008.85
616,15.044444444444444,0.54,1007.74
617,15.088888888888889,0.5,1007.07
618,14.949999999999998,0.51,1006.26
619,13.816666666666666,0.59,1005.77
620,12.916666666666666,0.64,1005.19
621,13.838888888888889,0.59,1004.85
622,12.755555555555556,0.69,1005.49
623,12.650000000000002,0.74,1005.64
624,11.688888888888888,0.8,1005.45
625,10.627777777777778,0.88,1005.65
626,5.666666666666668,0.91,1012.87
627,10.050000000000002,0.92,1006.34
628,9.97777777777778,0.93,1006.47
629,9.77777777777778,0.95,1007.16
630,8.661111111111113,0.99,1007.18
631,7.550000000000002,0.95,1007.86
632,7.233333333333336,0.93,1008.4
633,6.044444444444446,0.92,1008.86
634,6.094444444444444,0.85,1009.1
635,6.116666666666665,0.82,1010.06
636,6.066666666666667,0.86,1010.67
637,6.038888888888888,0.93,1011.06
638,6.888888888888888,0.93,1011.03
639,7.061111111111112,0.86,1011.14
640,6.038888888888888,0.93,1011.61
641,6.072222222222222,0.93,1011.86
642,5.044444444444443,0.93,1011.93
643,5.022222222222222,0.92,1012.4
644,5.033333333333335,0.93,1013.23
645,5.0,0.93,1013.8
646,4.977777777777778,0.93,1014.08
647,4.933333333333335,0.87,1013.96
648,4.466666666666666,0.92,1013.9
649,4.444444444444445,0.92,1014.39
650,4.01111111111111,0.83,1016.82
651,4.905555555555555,0.86,1014.18
652,4.883333333333333,0.83,1014.27
653,4.388888888888888,0.89,1014.14
654,4.8388888888888895,0.86,1014.11
655,4.811111111111109,0.83,1014.41
656,4.944444444444444,0.84,1014.9
657,7.200000000000001,0.65,1014.98
658,7.777777777777778,0.67,1014.97
659,8.72777777777778,0.64,1015.52
660,8.983333333333334,0.57,1015.64
661,10.0,0.5,1015.72
662,10.094444444444443,0.55,1015.47
663,11.06111111111111,0.46,1015.24
664,10.13888888888889,0.42,1015.14
665,11.011111111111113,0.42,1015.13
666,10.116666666666667,0.49,1015.39
667,7.916666666666667,0.57,1015.7
668,7.333333333333335,0.63,1016.2
669,5.050000000000002,0.75,1016.83
670,3.933333333333332,0.76,1017.12
671,4.094444444444443,0.77,1017.38
672,3.800000000000002,0.82,1017.32
673,2.688888888888891,0.85,1017.42
674,5.0666666666666655,0.81,1018.24
675,2.6,0.85,1017.33
676,1.583333333333334,0.92,1017.53
677,2.155555555555557,0.9,1017.7
678,0.9555555555555548,0.92,1017.84
679,0.9555555555555548,0.92,1018.13
680,5.594444444444445,0.82,1018.47
681,9.822222222222225,0.66,1018.32
682,11.072222222222225,0.54,1018.59
683,11.055555555555555,0.48,1018.68
684,12.244444444444444,0.43,1018.49
685,12.85,0.41,1018.38
686,12.888888888888893,0.38,1018.35
687,12.916666666666666,0.4,1017.58
688,13.88888888888889,0.46,1017.37
689,13.02222222222222,0.48,1017.37
690,12.383333333333333,0.49,1017.24
691,10.205555555555556,0.57,1017.45
692,9.144444444444446,0.62,1017.83
693,7.827777777777779,0.68,1018.17
694,7.733333333333334,0.65,1018.28
695,7.144444444444444,0.69,1018.37
696,6.016666666666666,0.74,1018.39
697,5.46111111111111,0.76,1018.49
698,8.244444444444447,0.72,1015.16
699,3.838888888888887,0.82,1018.18
700,2.244444444444444,0.91,1018.29
701,2.0222222222222226,0.93,1018.28
702,2.1722222222222203,0.92,1018.08
703,3.661111111111113,0.89,1018.6
704,6.111111111111111,0.79,1018.66
705,10.005555555555553,0.66,1018.38
706,12.244444444444444,0.52,1018.46
707,12.938888888888888,0.5,1018.34
708,13.983333333333334,0.5,1017.86
709,15.094444444444449,0.44,1017.26
710,16.25,0.43,1016.76
711,17.266666666666666,0.41,1016.04
712,17.288888888888888,0.38,1015.06
713,17.38888888888889,0.37,1014.68
714,17.288888888888888,0.38,1014.36
715,15.088888888888889,0.44,1014.16
716,11.71111111111111,0.58,1014.36
717,11.161111111111111,0.61,1014.6
718,10.027777777777777,0.68,1014.69
719,10.13888888888889,0.65,1014.51
720,21.016666666666666,0.87,1012.02
721,19.444444444444443,0.9,1012.22
722,20.72222222222222,0.81,1008.65
723,18.79444444444444,0.93,1012.11
724,17.733333333333334,0.93,1011.63
725,17.605555555555554,0.95,1011.84
726,18.73333333333333,0.93,1011.81
727,22.555555555555557,0.8,1011.72
728,24.761111111111106,0.7,1011.86
729,27.17222222222222,0.56,1011.67
730,28.911111111111115,0.55,1011.27
731,30.95555555555556,0.42,1011.07
732,32.17222222222222,0.38,1010.47
733,32.12777777777777,0.32,1010.07
734,31.98333333333333,0.35,1009.69
735,32.538888888888884,0.38,1008.95
736,31.977777777777774,0.4,1008.2
737,32.01111111111111,0.41,1007.57
738,30.944444444444443,0.39,1007.1
739,28.572222222222223,0.5,1007.04
740,27.09444444444444,0.59,1007.03
741,24.694444444444443,0.65,1006.95
742,24.13888888888889,0.7,1007.07
